client_id,month,total_queries,queries_with_data,impressions,clicks,ctr_x100,avg_position,gsc_data_start,is_ai_referral_available,label_visibility_drop,risk_score
c004,2025-09,717,460,20136,20,10.0,9.94,2025-04,True,0.0,0.4274587042729616
c004,2025-10,786,722,8930,244,273.44,29.98,2025-04,False,0.0,0.11823411476684816
c004,2025-11,691,549,17679,395,223.81,37.57,2025-04,,0.0,0.12201243864525478
c005,2025-01,3803,1604,51624,1067,206.8,0.0,2025-01,,0.0,-0.5534347844544304
c005,2025-02,3271,2612,105428,1409,133.72,29.69,2025-01,True,0.0,0.05834994150713577
c005,2025-03,3800,3244,84936,1297,152.81,27.19,2025-01,,0.0,-0.4545443235772337
c005,2025-04,3473,2790,39489,768,194.61,32.1,2025-01,True,0.0,0.6401233247583735
c005,2025-05,2770,2007,43496,701,161.19,33.64,2025-01,False,0.0,-0.22235198742634044
c005,2025-06,3331,3294,69633,1433,205.93,0.0,2025-01,True,0.0,0.34909757650230333
c005,2025-07,3002,1802,46764,1874,400.74,16.63,2025-01,False,0.0,-0.32203907788438396
c005,2025-08,3750,2556,147806,12818,867.26,33.64,2025-01,,1.0,100.29165199256776
c005,2025-09,3277,1852,75025,6199,826.32,25.0,2025-01,,1.0,100.49202213875319
c005,2025-10,3420,1934,118876,6284,528.66,6.75,2025-01,False,0.0,0.40831608995473956
c005,2025-11,3380,2508,63111,1256,199.1,38.92,2025-01,True,0.0,0.15396804906036368
c006,2025-04,735,349,17570,957,545.1,0.0,2025-04,True,0.0,0.1564913322224196
c006,2025-05,710,476,8311,401,483.3,38.29,2025-04,True,0.0,0.31613762780561805
c006,2025-06,589,464,22925,701,305.92,4.19,2025-04,False,1.0,100.54131147244073
c006,2025-07,652,303,14610,552,377.9,16.76,2025-04,True,0.0,-0.3421113093566903
c006,2025-08,565,444,15414,193,125.74,32.39,2025-04,False,1.0,100.16394629237772
c006,2025-09,593,283,17379,580,334.24,0.0,2025-04,False,0.0,0.4975141642456149
c006,2025-10,668,421,9568,306,320.62,11.14,2025-04,,0.0,0.24790292171812
c006,2025-11,756,454,24618,2200,893.83,8.67,2025-04,True,1.0,100.2533560489384
c007,2025-04,59,53,1707,30,177.17,0.0,2025-04,True,0.0,-0.22601657973254832
c007,2025-05,65,44,1765,73,417.73,25.21,2025-04,True,0.0,-0.42550120698060934
c007,2025-06,63,38,1522,75,499.2,11.57,2025-04,,0.0,-0.34835712120057233
c007,2025-07,68,56,1762,30,171.65,39.73,2025-04,True,0.0,-0.3658631700652201
c007,2025-08,63,47,1472,72,492.72,9.76,2025-04,True,1.0,100.6841232120712
c007,2025-09,69,29,1726,40,234.35,10.2,2025-04,False,1.0,99.52845420793096
c007,2025-10,76,41,1909,46,245.71,25.9,2025-04,True,0.0,0.34274697666605675
c007,2025-11,72,48,2749,26,98.07,10.04,2025-04,True,1.0,100.09546341378805
c008,2025-03,237,167,3549,78,222.02,5.19,2025-03,False,0.0,0.19459315624440043
c008,2025-04,199,136,4518,379,839.98,13.29,2025-03,,0.0,0.32371608268959084
c008,2025-05,244,189,7898,524,663.81,0.0,2025-03,,0.0,0.09768306838291717
c008,2025-06,219,181,4766,183,384.83,22.07,2025-03,True,0.0,0.00309328815822852
c008,2025-07,240,198,8956,555,620.0,23.72,2025-03,False,0.0,0.2328604629752311
c008,2025-08,239,161,3288,253,771.38,34.03,2025-03,False,0.0,-0.4000618345450893
c008,2025-09,215,145,3944,131,333.94,28.88,2025-03,False,0.0,-0.4311395178103314
c008,2025-10,234,166,6061,454,750.62,33.65,2025-03,True,0.0,-0.24051636518205163
c008,2025-11,256,197,10124,355,351.53,30.22,2025-03,True,1.0,100.82528240244137
c009,2025-03,255,190,2123,67,316.66,16.57,2025-03,False,0.0,-0.3511014791497365
c009,2025-04,227,208,6051,165,273.69,17.77,2025-03,True,0.0,0.05926489531070986
c009,2025-05,262,226,2506,224,897.22,38.38,2025-03,True,0.0,-0.6481827304103666
c009,2025-06,225,152,2357,206,877.98,18.12,2025-03,False,0.0,-0.15497507078750014
c009,2025-07,254,250,3068,56,183.75,27.04,2025-03,False,1.0,100.11292967352553
c009,2025-08,195,116,2283,67,296.36,28.1,2025-03,,0.0,0.5856570803697214
c009,2025-09,257,201,10026,713,711.57,38.96,2025-03,,0.0,-0.10844535832999701
c009,2025-10,224,182,4599,96,210.26,13.86,2025-03,False,0.0,-0.0374334554198138
c009,2025-11,193,157,5613,37,67.51,4.96,2025-03,False,1.0,99.98204566907405
c010,2025-04,466,296,8555,146,170.88,28.58,2025-04,False,0.0,0.40975001357151747
c010,2025-05,564,419,13454,684,508.69,18.17,2025-04,False,0.0,0.11989259566876094
c010,2025-06,459,351,5438,723,1330.42,12.96,2025-04,,0.0,0.2116087342953924
c010,2025-07,428,317,8398,519,618.04,10.18,2025-04,,0.0,-0.15944295719023516
c010,2025-08,583,464,20725,746,360.2,24.88,2025-04,True,0.0,0.37527254682842814
c010,2025-09,552,427,14120,875,619.91,4.06,2025-04,True,0.0,0.20401421784554122
c010,2025-10,452,375,9528,219,230.04,33.28,2025-04,False,0.0,0.029147847038030875
c010,2025-11,440,312,12637,249,197.72,29.18,2025-04,True,0.0,-0.23300137211394512
c011,2025-01,219,140,5332,319,599.05,6.67,2025-01,False,0.0,-0.4793156689229345
c011,2025-02,234,147,8005,184,230.14,11.08,2025-01,True,0.0,-0.014775159560018803
c011,2025-03,266,209,6573,660,1004.3,4.28,2025-01,False,0.0,0.29950428790423117
c011,2025-04,252,227,3634,400,1101.45,21.97,2025-01,,0.0,0.33316143181790425
c011,2025-05,253,167,5384,98,183.11,0.0,2025-01,False,0.0,0.5702886240017834
c011,2025-06,256,216,7978,306,384.28,11.43,2025-01,True,0.0,0.46014966889977504
c011,2025-07,229,185,2260,54,242.3,37.25,2025-01,,0.0,0.4083986886644799
c011,2025-08,249,185,7003,215,308.39,0.0,2025-01,True,0.0,-0.09855231946231019
c011,2025-09,230,170,4390,220,503.37,28.44,2025-01,,0.0,0.6686884409367703
c011,2025-10,280,239,9300,265,285.29,5.62,2025-01,False,1.0,101.42954322893779
c011,2025-11,239,90,6089,75,124.45,9.1,2025-01,True,0.0,-0.3452774305913195
c012,2025-01,61,24,1686,81,483.09,24.54,2025-01,False,0.0,-0.17678564709292838
c012,2025-02,56,46,1149,12,110.43,26.4,2025-01,True,0.0,0.788710268856815
c012,2025-03,58,35,967,90,940.86,19.73,2025-01,,0.0,0.0659454919821009
c012,2025-04,48,32,987,42,427.21,15.55,2025-01,False,0.0,-0.709423733372252
c012,2025-05,61,53,640,99,1559.09,4.77,2025-01,,0.0,0.0853028183224002
c012,2025-06,52,33,1404,62,446.09,11.83,2025-01,False,0.0,0.48603756031860845
c012,2025-07,50,37,789,23,294.98,25.6,2025-01,False,1.0,99.66254986772965
c012,2025-08,61,36,1072,83,779.36,10.89,2025-01,True,1.0,100.10572359551146
c012,2025-09,61,32,1364,85,628.28,29.56,2025-01,False,1.0,99.97213086002478
c012,2025-10,59,21,1425,15,105.35,32.63,2025-01,True,0.0,0.7248641817808643
c012,2025-11,62,44,1189,23,196.75,28.93,2025-01,True,1.0,100.87907404811752
c013,2025-01,1259,1150,49529,690,139.43,0.0,2025-01,,1.0,99.72986670675786
c013,2025-02,1166,583,19858,993,500.41,22.07,2025-01,,1.0,99.86192939952383
c013,2025-03,1360,742,29564,366,123.8,22.07,2025-01,False,1.0,100.28978434160368
c013,2025-04,1237,733,24519,336,137.35,14.99,2025-01,,0.0,0.11013300043702645
c013,2025-05,1079,709,40360,810,200.94,34.47,2025-01,False,0.0,0.269077498466809
c013,2025-06,967,722,34421,2123,616.96,6.03,2025-01,True,1.0,99.95759843754644
c013,2025-07,1232,588,38191,759,198.82,24.6,2025-01,,0.0,0.1666383724336921
c013,2025-08,1341,1115,47913,650,135.82,36.37,2025-01,False,0.0,0.25272886097901054
c013,2025-09,1277,1182,50983,1565,307.08,32.38,2025-01,False,0.0,-0.11876888756666015
c013,2025-10,1040,741,13750,679,493.84,18.91,2025-01,False,0.0,0.38144278068796866
c013,2025-11,1106,681,23487,690,294.07,18.79,2025-01,,0.0,0.390467903235213
c014,2025-04,3931,2916,82420,3534,428.83,17.29,2025-04,,0.0,-0.5265900862509995
c014,2025-05,4198,3436,102505,4189,408.69,12.59,2025-04,False,0.0,-0.13320509306058811
c014,2025-06,4300,3025,124019,11400,919.28,29.33,2025-04,True,1.0,99.25827761969096
c014,2025-07,5569,3012,59192,1724,291.35,0.0,2025-04,False,1.0,99.86842370389536
c014,2025-08,5072,2484,144622,744,51.51,4.19,2025-04,True,1.0,100.13343090573473
c014,2025-09,5407,3146,194407,17182,883.86,28.1,2025-04,False,0.0,-0.4546042879278325
c014,2025-10,5064,3701,61661,6007,974.22,23.34,2025-04,True,0.0,-0.08639062718021075
c014,2025-11,5181,3412,92836,2801,301.75,9.24,2025-04,True,0.0,-0.1712866304942553
c015,2025-02,266,148,3002,110,368.0,31.36,2025-02,,1.0,100.34330494516084
c015,2025-03,278,139,10830,33,30.79,9.07,2025-02,True,1.0,99.81457023843274
c015,2025-04,347,203,11895,568,477.58,6.43,2025-02,True,0.0,0.8815083208779626
c015,2025-05,233,148,5443,129,237.29,39.32,2025-02,True,1.0,99.8668115042597
c015,2025-06,260,155,2873,152,532.01,15.67,2025-02,True,0.0,0.10091259598070862
c015,2025-07,236,158,2302,14,61.43,19.21,2025-02,True,1.0,99.63155486657561
c015,2025-08,283,121,9333,804,862.01,0.0,2025-02,,0.0,-0.07015184363288916
c015,2025-09,312,237,5433,87,160.53,16.41,2025-02,False,0.0,-0.8299788433781773
c015,2025-10,253,172,7083,168,238.24,4.99,2025-02,False,0.0,0.1403632490712581
c015,2025-11,319,254,8071,17,22.0,39.23,2025-02,True,0.0,0.6973139867335907
c016,2025-05,723,636,14615,780,533.81,31.88,2025-05,False,0.0,0.08384212303999708
c016,2025-06,965,649,13427,576,429.41,37.83,2025-05,True,0.0,0.0710963386509768
c016,2025-07,911,672,23323,363,155.74,20.88,2025-05,False,0.0,0.20790472005161684
c016,2025-08,839,573,15666,493,314.86,39.7,2025-05,True,1.0,100.53564185315135
c016,2025-09,832,391,10609,217,205.46,27.13,2025-05,False,0.0,0.2560793678395298
c016,2025-10,778,580,23329,32,13.87,9.73,2025-05,False,0.0,0.5722433220293777
c016,2025-11,901,618,36008,153,42.63,19.51,2025-05,True,1.0,100.65966506595485
c017,2025-05,875,472,32210,1226,380.7,30.71,2025-05,True,0.0,-0.5080947362879401
c017,2025-06,816,573,24407,923,378.31,11.26,2025-05,,1.0,100.1442655639104
c017,2025-07,689,371,7871,267,340.17,20.6,2025-05,True,0.0,0.15221458834490464
c017,2025-08,871,695,23608,1245,527.41,0.0,2025-05,True,0.0,0.303908527884171
c017,2025-09,647,581,24339,2876,1181.76,19.01,2025-05,,0.0,0.1445491011351635
c017,2025-10,865,708,32971,1380,418.83,34.85,2025-05,True,0.0,0.6606736741752403
c017,2025-11,751,578,17199,473,275.39,8.46,2025-05,False,0.0,-0.24565609105821432
c018,2025-01,354,204,13672,707,517.22,32.75,2025-01,True,1.0,100.8051417967652
c018,2025-02,436,227,4041,186,462.71,12.99,2025-01,,0.0,0.3871314315553469
c018,2025-03,315,220,12430,139,112.38,32.98,2025-01,,0.0,-0.5826250674339496
c018,2025-04,396,349,10823,197,182.93,3.9,2025-01,,0.0,1.0634314052413192
c018,2025-05,369,285,4365,316,724.97,0.0,2025-01,True,0.0,0.1766585612362282
c018,2025-06,388,328,9848,388,394.52,31.54,2025-01,True,0.0,-0.06627733681832146
c018,2025-07,440,360,10089,301,299.3,38.37,2025-01,False,0.0,-0.02446667574470896
c018,2025-08,356,343,8839,530,600.39,0.0,2025-01,True,0.0,-0.27751822742992793
c018,2025-09,308,292,8391,281,335.23,17.77,2025-01,True,0.0,0.07861746943248665
c018,2025-10,413,258,6276,508,810.37,0.0,2025-01,True,0.0,0.5685087841129562
c018,2025-11,442,387,9063,239,264.78,26.86,2025-01,True,1.0,99.88837799307254
c019,2025-05,1806,1045,47204,1841,390.14,8.43,2025-05,False,0.0,-0.23562581413922348
c019,2025-06,1762,1073,15960,252,158.33,5.5,2025-05,False,0.0,-0.11968474853401648
c019,2025-07,1692,1024,59877,4895,817.52,14.0,2025-05,True,0.0,0.0301839376826557
c019,2025-08,2082,1671,36657,1374,374.95,26.28,2025-05,,0.0,0.40817060046613335
c019,2025-09,2103,1816,80818,1896,234.62,0.0,2025-05,True,0.0,-0.5630895129331884
c019,2025-10,2289,1425,55493,5835,1051.66,14.26,2025-05,True,0.0,0.3944476384646086
c019,2025-11,2401,1670,90741,2025,223.25,4.52,2025-05,,0.0,-0.23172383663655138
c020,2025-05,193,157,3107,342,1103.71,17.03,2025-05,True,0.0,-0.07781108894488231
c020,2025-06,185,158,5215,273,524.85,21.55,2025-05,False,0.0,0.1195718374532132
c020,2025-07,182,153,4992,119,240.11,39.55,2025-05,True,0.0,0.8033292359045592
c020,2025-08,186,123,4850,68,140.84,0.0,2025-05,True,0.0,-0.0038858732131179757
c020,2025-09,191,161,7134,509,713.76,11.76,2025-05,False,0.0,-0.14124623072797937
c020,2025-10,165,110,5384,388,722.01,26.65,2025-05,True,0.0,-0.17799745190841157
c020,2025-11,203,139,6148,22,36.64,16.71,2025-05,True,0.0,-0.37033487012104205
c021,2025-01,65,30,920,34,373.76,28.93,2025-01,False,0.0,0.0923781862288073
c021,2025-02,55,40,1235,64,521.98,24.84,2025-01,True,0.0,0.09985639369295973
c021,2025-03,80,48,2382,127,535.1,19.23,2025-01,True,0.0,0.0060570165563823474
c021,2025-04,73,62,1081,20,190.81,27.94,2025-01,True,0.0,-0.45691029818831774
c021,2025-05,62,54,1290,30,235.51,22.71,2025-01,True,0.0,-0.7636432330805317
c021,2025-06,56,38,1050,13,129.85,24.54,2025-01,,0.0,-0.2625027285645449
c021,2025-07,82,70,2119,208,981.66,20.28,2025-01,True,0.0,-0.16100828908144094
c021,2025-08,59,51,2158,39,184.39,29.84,2025-01,,0.0,0.21241490296086818
c021,2025-09,80,63,2421,22,94.8,7.98,2025-01,,1.0,100.38289896162779
c021,2025-10,73,37,1297,72,558.22,33.79,2025-01,True,0.0,-0.4679227008441226
c021,2025-11,57,37,1301,30,234.41,21.48,2025-01,True,0.0,-0.0344005468137688
c022,2025-03,155,131,3225,139,431.1,39.5,2025-03,True,0.0,-0.12761085122363483
c022,2025-04,171,118,5579,14,25.89,18.0,2025-03,True,1.0,99.96544615896254
c022,2025-05,119,51,2908,109,375.35,9.45,2025-03,False,0.0,0.21699501037974156
c022,2025-06,136,98,3361,48,145.68,18.64,2025-03,True,0.0,0.12775654040992276
c022,2025-07,118,77,4169,61,147.5,6.28,2025-03,True,0.0,-0.09627535362490716
c022,2025-08,144,144,3185,184,580.17,7.43,2025-03,,0.0,-0.1221566962662202
c022,2025-09,167,120,2611,78,302.46,23.2,2025-03,False,1.0,100.16101231378352
c022,2025-10,152,59,5421,411,758.44,3.57,2025-03,True,0.0,-0.300161110460401
c022,2025-11,157,100,4300,612,1424.69,10.42,2025-03,True,0.0,0.02936930397876363
c023,2025-02,208,78,2980,18,62.78,19.08,2025-02,True,0.0,0.0771937870702188
c023,2025-03,217,198,7780,86,111.68,0.0,2025-02,True,0.0,0.34059293188255363
c023,2025-04,206,153,1996,20,103.86,13.06,2025-02,False,0.0,-0.5232749461326297
c023,2025-05,237,158,2079,58,281.63,25.99,2025-02,,1.0,100.16210261190534
c023,2025-06,193,105,7062,443,628.07,12.26,2025-02,False,0.0,-0.7513660940186963
c023,2025-07,233,171,2489,181,730.27,39.23,2025-02,,1.0,99.6677024831961
c023,2025-08,239,137,7950,446,561.08,10.46,2025-02,False,0.0,0.23603733965655566
c023,2025-09,247,176,5248,270,515.78,24.7,2025-02,False,0.0,0.09240637904559106
c023,2025-10,234,161,7201,255,355.27,4.77,2025-02,True,0.0,0.09250863397947855
c023,2025-11,215,161,8005,131,164.26,25.57,2025-02,False,0.0,0.6744288188060175
c024,2025-04,347,320,5365,54,101.68,20.94,2025-04,True,0.0,-0.45937858625958683
c024,2025-05,384,382,5714,251,440.34,34.67,2025-04,True,0.0,-0.2407840405331265
c024,2025-06,361,259,11761,388,330.51,28.28,2025-04,False,0.0,0.13193752049809757
c024,2025-07,336,328,12113,750,619.98,21.21,2025-04,True,0.0,0.7328574924412169
c024,2025-08,331,268,12247,563,459.74,16.27,2025-04,,1.0,99.51914895486313
c024,2025-09,372,205,4765,110,232.82,6.71,2025-04,False,0.0,0.14662845955180173
c024,2025-10,327,280,10553,208,197.19,8.64,2025-04,False,0.0,0.3947122662842565
c024,2025-11,335,309,8429,17,21.32,36.14,2025-04,True,0.0,-0.06914434636925786
c025,2025-04,1401,1156,24199,352,145.85,10.63,2025-04,False,0.0,0.32770390643642777
c025,2025-05,1282,801,50476,3981,788.82,0.0,2025-04,,0.0,0.29103571813345896
c025,2025-06,984,910,32402,1167,360.18,36.4,2025-04,False,0.0,-0.9490302262689915
c025,2025-07,1213,779,23147,1811,782.41,0.0,2025-04,True,1.0,100.22311062668693
c025,2025-08,1082,558,32997,627,190.13,34.31,2025-04,True,0.0,-0.23272066567446373
c025,2025-09,1265,1133,40119,3940,982.17,13.77,2025-04,True,0.0,-0.7097248173787426
c025,2025-10,1161,957,40789,1946,477.25,0.0,2025-04,False,0.0,-0.07569848494317022
c025,2025-11,1428,1075,19455,392,201.97,11.66,2025-04,False,0.0,0.3506349381587388
c026,2025-02,263,137,5287,360,681.68,30.13,2025-02,False,0.0,0.13335776561401483
c026,2025-03,312,189,5587,58,104.23,5.65,2025-02,False,0.0,0.22683446345470376
c026,2025-04,287,194,4074,152,375.12,26.71,2025-02,False,1.0,100.39373301773792
c026,2025-05,242,137,5419,228,421.83,15.42,2025-02,True,1.0,99.53925566744975
c026,2025-06,262,114,3535,143,405.78,6.31,2025-02,True,0.0,0.5155626324690962
c026,2025-07,301,210,2629,206,786.6,20.74,2025-02,True,0.0,-0.6600824116198099
c026,2025-08,277,230,4891,177,362.92,8.41,2025-02,,0.0,0.11699448577087984
c026,2025-09,244,176,3121,113,362.87,24.36,2025-02,,1.0,99.94239456829574
c026,2025-10,330,141,2946,197,671.12,22.62,2025-02,True,0.0,-0.3381534470645258
c026,2025-11,297,250,2763,95,346.62,32.67,2025-02,,0.0,0.2440461921718244
c027,2025-04,177,88,1782,105,589.59,12.52,2025-04,,0.0,0.370280455141657
c027,2025-05,148,111,3453,156,453.97,29.21,2025-04,,1.0,99.91405569107783
c027,2025-06,142,70,1154,2,17.86,15.14,2025-04,,0.0,-0.6189203070056515
c027,2025-07,187,160,5965,203,340.57,25.77,2025-04,False,0.0,-0.572987396988152
c027,2025-08,185,144,4466,153,343.83,26.43,2025-04,,0.0,-0.041952622279130686
c027,2025-09,150,112,2143,47,222.32,10.86,2025-04,True,0.0,-0.42934283571968557
c027,2025-10,145,118,3593,157,439.59,14.89,2025-04,True,1.0,100.68595486602261
c027,2025-11,195,82,3171,137,432.23,30.9,2025-04,False,1.0,99.9867495886344
c028,2025-04,310,245,9807,440,448.71,36.23,2025-04,,0.0,0.48676280018427615
c028,2025-05,399,287,14915,967,648.36,25.08,2025-04,,0.0,0.3347912867597553
c028,2025-06,272,179,5343,187,351.79,3.33,2025-04,,1.0,99.59518665779734
c028,2025-07,366,177,3572,471,1320.61,19.19,2025-04,,0.0,0.3511083388383073
c028,2025-08,279,190,3859,64,166.64,28.97,2025-04,True,0.0,-0.0038974234964160867
c028,2025-09,327,236,12915,1111,860.45,4.79,2025-04,,1.0,101.06719627908225
c028,2025-10,271,109,10469,234,223.85,15.91,2025-04,,0.0,0.2901066595412269
c028,2025-11,395,300,14380,313,217.7,21.07,2025-04,,0.0,0.0804000797923656
c029,2025-04,516,162,7707,223,290.53,32.84,2025-04,True,0.0,0.2921374510937048
c029,2025-05,563,505,5945,313,527.87,10.76,2025-04,False,0.0,-0.39471445996128174
c029,2025-06,685,463,15223,460,302.52,21.29,2025-04,False,0.0,-0.5413687085424096
c029,2025-07,738,501,16335,1407,861.46,31.4,2025-04,True,1.0,99.75543867884723
c029,2025-08,639,383,11108,391,352.87,37.52,2025-04,False,0.0,-0.42424298325299675
c029,2025-09,554,344,11908,848,712.14,11.15,2025-04,,1.0,100.33615941061385
c029,2025-10,546,296,13327,1521,1141.4,38.96,2025-04,,0.0,0.8691460567665698
c029,2025-11,630,410,17699,803,454.01,9.8,2025-04,False,0.0,0.3557420745377325
c030,2025-03,300,178,7883,127,161.12,28.87,2025-03,False,1.0,99.38857281457055
c030,2025-04,292,158,9079,383,421.91,16.68,2025-03,,0.0,-0.6624744030302738
c030,2025-05,374,374,14390,273,190.16,29.01,2025-03,,0.0,0.7244533436832022
c030,2025-06,309,228,6100,288,473.35,19.86,2025-03,True,0.0,0.1987696000028509
c030,2025-07,362,249,8701,102,117.37,9.96,2025-03,True,1.0,99.97489970230575
c030,2025-08,381,210,12773,224,175.45,12.34,2025-03,False,0.0,-0.49854057927348533
c030,2025-09,267,200,6027,65,108.41,7.79,2025-03,False,0.0,0.3418692712747169
c030,2025-10,351,245,6072,317,522.93,37.35,2025-03,False,0.0,0.10632172937963434
c030,2025-11,266,165,8956,385,429.95,5.85,2025-03,False,1.0,99.8051325800972
c031,2025-04,357,192,5539,383,692.18,13.18,2025-04,False,0.0,0.07445187128442447
c031,2025-05,403,283,12427,967,778.77,0.0,2025-04,False,0.0,0.023162050918545937
c031,2025-06,370,286,5233,400,765.33,10.7,2025-04,,0.0,0.2556813686741361
c031,2025-07,416,403,9658,123,127.41,0.0,2025-04,False,0.0,-0.8549445657744106
c031,2025-08,421,310,12893,521,404.74,14.12,2025-04,True,0.0,0.395724834222706
c031,2025-09,463,395,10761,280,260.21,0.0,2025-04,True,1.0,100.17057732448768
c031,2025-10,350,176,8603,283,329.22,22.27,2025-04,True,0.0,0.4881518275272309
c031,2025-11,371,355,11780,587,498.53,0.0,2025-04,False,0.0,-0.2901072864378085
c032,2025-05,1830,1352,49552,667,134.74,33.81,2025-05,False,1.0,100.69125368647187
c032,2025-06,1579,904,60535,1126,186.02,0.0,2025-05,False,0.0,-0.09381266267909749
c032,2025-07,1598,1412,23902,2801,1172.04,37.52,2025-05,True,0.0,-0.6484613371245477
c032,2025-08,2175,1381,35891,1171,326.54,25.01,2025-05,True,0.0,0.4447082925894827
c032,2025-09,2016,1690,80449,2234,277.74,6.42,2025-05,False,1.0,100.11775922327186
c032,2025-10,2183,1015,66668,1881,282.16,30.54,2025-05,True,0.0,-0.22120351764751034
c032,2025-11,1955,1565,64960,4274,658.04,7.92,2025-05,False,0.0,-0.16576137283645387
c033,2025-03,205,86,7842,325,415.62,0.0,2025-03,False,0.0,0.034409599044314454
c033,2025-04,222,141,4505,200,445.52,38.17,2025-03,True,0.0,0.007763675402234359
c033,2025-05,185,154,1821,17,93.95,14.92,2025-03,,1.0,99.4352943990263
c033,2025-06,212,114,5647,131,233.38,3.85,2025-03,False,0.0,-1.5219881478678614
c033,2025-07,216,168,6772,269,398.63,5.11,2025-03,False,1.0,99.24170603068711
c033,2025-08,196,104,6707,84,126.49,0.0,2025-03,True,0.0,-0.1958637378600968
c033,2025-09,195,126,4906,24,50.75,17.99,2025-03,True,1.0,100.53954574140467
c033,2025-10,236,131,5804,100,172.75,23.36,2025-03,False,0.0,0.046997251624613746
c033,2025-11,241,201,8289,293,354.23,11.58,2025-03,True,0.0,-0.3826927780695888
c034,2025-04,279,258,7686,633,824.76,23.63,2025-04,True,0.0,-0.4121745368764791
c034,2025-05,313,234,11276,135,119.92,27.75,2025-04,True,1.0,99.31346103033871
c034,2025-06,253,144,2878,83,291.27,25.5,2025-04,False,0.0,-0.5766920495359413
c034,2025-07,211,157,3015,41,137.51,26.59,2025-04,True,0.0,-0.6354109427089365
c034,2025-08,298,228,4294,274,639.68,39.85,2025-04,True,1.0,99.66692779982459
c034,2025-09,245,108,7117,7,10.0,30.71,2025-04,True,0.0,0.12099745452962139
c034,2025-10,233,162,4549,67,149.16,30.22,2025-04,True,0.0,-0.342606073679979
c034,2025-11,268,205,2753,50,184.88,31.3,2025-04,,1.0,100.08776575021542
c035,2025-04,693,453,19288,525,272.27,0.0,2025-04,False,0.0,0.38293673039528503
c035,2025-05,773,753,8097,552,681.74,24.31,2025-04,,0.0,-0.2749183074026148
