client_id,month,total_queries,queries_with_data,impressions,clicks,ctr_x100,avg_position,gsc_data_start,is_ai_referral_available,label_visibility_drop,tracked_terms_returning,term_universe_size
c016,2025-05,723,636,14615,780,533.81,31.88,2025-05,False,0.0,649.0,965.0
c016,2025-06,965,649,13427,576,429.41,37.83,2025-05,True,0.0,672.0,911.0
c016,2025-07,911,672,23323,363,155.74,20.88,2025-05,False,0.0,573.0,839.0
c016,2025-08,839,573,15666,493,314.86,39.7,2025-05,True,1.0,391.0,832.0
c016,2025-09,832,391,10609,217,205.46,27.13,2025-05,False,0.0,580.0,778.0
c016,2025-10,778,580,23329,32,13.87,9.73,2025-05,False,0.0,618.0,901.0
c017,2025-05,875,472,32210,1226,380.7,30.71,2025-05,True,0.0,573.0,816.0
c017,2025-06,816,573,24407,923,378.31,11.26,2025-05,,1.0,371.0,689.0
c017,2025-07,689,371,7871,267,340.17,20.6,2025-05,True,0.0,695.0,871.0
c017,2025-08,871,695,23608,1245,527.41,0.0,2025-05,True,0.0,581.0,647.0
c017,2025-09,647,581,24339,2876,1181.76,19.01,2025-05,,0.0,708.0,865.0
c017,2025-10,865,708,32971,1380,418.83,34.85,2025-05,True,0.0,578.0,751.0
c018,2025-01,354,204,13672,707,517.22,32.75,2025-01,True,1.0,227.0,436.0
c018,2025-02,436,227,4041,186,462.71,12.99,2025-01,,0.0,220.0,315.0
c018,2025-03,315,220,12430,139,112.38,32.98,2025-01,,0.0,349.0,396.0
c018,2025-04,396,349,10823,197,182.93,3.9,2025-01,,0.0,285.0,369.0
c018,2025-05,369,285,4365,316,724.97,0.0,2025-01,True,0.0,328.0,388.0
c018,2025-06,388,328,9848,388,394.52,31.54,2025-01,True,0.0,360.0,440.0
c018,2025-07,440,360,10089,301,299.3,38.37,2025-01,False,0.0,343.0,356.0
c018,2025-08,356,343,8839,530,600.39,0.0,2025-01,True,0.0,292.0,308.0
c018,2025-09,308,292,8391,281,335.23,17.77,2025-01,True,0.0,258.0,413.0
c018,2025-10,413,258,6276,508,810.37,0.0,2025-01,True,0.0,387.0,442.0
c019,2025-05,1806,1045,47204,1841,390.14,8.43,2025-05,False,0.0,1073.0,1762.0
c019,2025-06,1762,1073,15960,252,158.33,5.5,2025-05,False,0.0,1024.0,1692.0
c019,2025-07,1692,1024,59877,4895,817.52,14.0,2025-05,True,0.0,1671.0,2082.0
c019,2025-08,2082,1671,36657,1374,374.95,26.28,2025-05,,0.0,1816.0,2103.0
c019,2025-09,2103,1816,80818,1896,234.62,0.0,2025-05,True,0.0,1425.0,2289.0
c019,2025-10,2289,1425,55493,5835,1051.66,14.26,2025-05,True,0.0,1670.0,2401.0
c020,2025-05,193,157,3107,342,1103.71,17.03,2025-05,True,0.0,158.0,185.0
c020,2025-06,185,158,5215,273,524.85,21.55,2025-05,False,0.0,153.0,182.0
c020,2025-07,182,153,4992,119,240.11,39.55,2025-05,True,0.0,123.0,186.0
c020,2025-08,186,123,4850,68,140.84,0.0,2025-05,True,0.0,161.0,191.0
c020,2025-09,191,161,7134,509,713.76,11.76,2025-05,False,0.0,110.0,165.0
c020,2025-10,165,110,5384,388,722.01,26.65,2025-05,True,0.0,139.0,203.0
c021,2025-01,65,30,920,34,373.76,28.93,2025-01,False,0.0,40.0,55.0
c021,2025-02,55,40,1235,64,521.98,24.84,2025-01,True,0.0,48.0,80.0
c021,2025-03,80,48,2382,127,535.1,19.23,2025-01,True,0.0,62.0,73.0
c021,2025-04,73,62,1081,20,190.81,27.94,2025-01,True,0.0,54.0,62.0
c021,2025-05,62,54,1290,30,235.51,22.71,2025-01,True,0.0,38.0,56.0
c021,2025-06,56,38,1050,13,129.85,24.54,2025-01,,0.0,70.0,82.0
c021,2025-07,82,70,2119,208,981.66,20.28,2025-01,True,0.0,51.0,59.0
c021,2025-08,59,51,2158,39,184.39,29.84,2025-01,,0.0,63.0,80.0
c021,2025-09,80,63,2421,22,94.8,7.98,2025-01,,1.0,37.0,73.0
c021,2025-10,73,37,1297,72,558.22,33.79,2025-01,True,0.0,37.0,57.0
c022,2025-03,155,131,3225,139,431.1,39.5,2025-03,True,0.0,118.0,171.0
c022,2025-04,171,118,5579,14,25.89,18.0,2025-03,True,1.0,51.0,119.0
c022,2025-05,119,51,2908,109,375.35,9.45,2025-03,False,0.0,98.0,136.0
c022,2025-06,136,98,3361,48,145.68,18.64,2025-03,True,0.0,77.0,118.0
c022,2025-07,118,77,4169,61,147.5,6.28,2025-03,True,0.0,144.0,144.0
c022,2025-08,144,144,3185,184,580.17,7.43,2025-03,,0.0,120.0,167.0
c022,2025-09,167,120,2611,78,302.46,23.2,2025-03,False,1.0,59.0,152.0
c022,2025-10,152,59,5421,411,758.44,3.57,2025-03,True,0.0,100.0,157.0
c023,2025-02,208,78,2980,18,62.78,19.08,2025-02,True,0.0,198.0,217.0
c023,2025-03,217,198,7780,86,111.68,0.0,2025-02,True,0.0,153.0,206.0
c023,2025-04,206,153,1996,20,103.86,13.06,2025-02,False,0.0,158.0,237.0
c023,2025-05,237,158,2079,58,281.63,25.99,2025-02,,1.0,105.0,193.0
c023,2025-06,193,105,7062,443,628.07,12.26,2025-02,False,0.0,171.0,233.0
c023,2025-07,233,171,2489,181,730.27,39.23,2025-02,,1.0,137.0,239.0
c023,2025-08,239,137,7950,446,561.08,10.46,2025-02,False,0.0,176.0,247.0
c023,2025-09,247,176,5248,270,515.78,24.7,2025-02,False,0.0,161.0,234.0
c023,2025-10,234,161,7201,255,355.27,4.77,2025-02,True,0.0,161.0,215.0
c024,2025-04,347,320,5365,54,101.68,20.94,2025-04,True,0.0,382.0,384.0
c024,2025-05,384,382,5714,251,440.34,34.67,2025-04,True,0.0,259.0,361.0
c024,2025-06,361,259,11761,388,330.51,28.28,2025-04,False,0.0,328.0,336.0
c024,2025-07,336,328,12113,750,619.98,21.21,2025-04,True,0.0,268.0,331.0
c024,2025-08,331,268,12247,563,459.74,16.27,2025-04,,1.0,205.0,372.0
c024,2025-09,372,205,4765,110,232.82,6.71,2025-04,False,0.0,280.0,327.0
c024,2025-10,327,280,10553,208,197.19,8.64,2025-04,False,0.0,309.0,335.0
c025,2025-04,1401,1156,24199,352,145.85,10.63,2025-04,False,0.0,801.0,1282.0
c025,2025-05,1282,801,50476,3981,788.82,0.0,2025-04,,0.0,910.0,984.0
c025,2025-06,984,910,32402,1167,360.18,36.4,2025-04,False,0.0,779.0,1213.0
c025,2025-07,1213,779,23147,1811,782.41,0.0,2025-04,True,1.0,558.0,1082.0
c025,2025-08,1082,558,32997,627,190.13,34.31,2025-04,True,0.0,1133.0,1265.0
c025,2025-09,1265,1133,40119,3940,982.17,13.77,2025-04,True,0.0,957.0,1161.0
c025,2025-10,1161,957,40789,1946,477.25,0.0,2025-04,False,0.0,1075.0,1428.0
c026,2025-02,263,137,5287,360,681.68,30.13,2025-02,False,0.0,189.0,312.0
c026,2025-03,312,189,5587,58,104.23,5.65,2025-02,False,0.0,194.0,287.0
c026,2025-04,287,194,4074,152,375.12,26.71,2025-02,False,1.0,137.0,242.0
c026,2025-05,242,137,5419,228,421.83,15.42,2025-02,True,1.0,114.0,262.0
c026,2025-06,262,114,3535,143,405.78,6.31,2025-02,True,0.0,210.0,301.0
c026,2025-07,301,210,2629,206,786.6,20.74,2025-02,True,0.0,230.0,277.0
c026,2025-08,277,230,4891,177,362.92,8.41,2025-02,,0.0,176.0,244.0
c026,2025-09,244,176,3121,113,362.87,24.36,2025-02,,1.0,141.0,330.0
c026,2025-10,330,141,2946,197,671.12,22.62,2025-02,True,0.0,250.0,297.0
c027,2025-04,177,88,1782,105,589.59,12.52,2025-04,,0.0,111.0,148.0
c027,2025-05,148,111,3453,156,453.97,29.21,2025-04,,1.0,70.0,142.0
c027,2025-06,142,70,1154,2,17.86,15.14,2025-04,,0.0,160.0,187.0
c027,2025-07,187,160,5965,203,340.57,25.77,2025-04,False,0.0,144.0,185.0
c027,2025-08,185,144,4466,153,343.83,26.43,2025-04,,0.0,112.0,150.0
c027,2025-09,150,112,2143,47,222.32,10.86,2025-04,True,0.0,118.0,145.0
c027,2025-10,145,118,3593,157,439.59,14.89,2025-04,True,1.0,82.0,195.0
c028,2025-04,310,245,9807,440,448.71,36.23,2025-04,,0.0,287.0,399.0
c028,2025-05,399,287,14915,967,648.36,25.08,2025-04,,0.0,179.0,272.0
c028,2025-06,272,179,5343,187,351.79,3.33,2025-04,,1.0,177.0,366.0
c028,2025-07,366,177,3572,471,1320.61,19.19,2025-04,,0.0,190.0,279.0
c028,2025-08,279,190,3859,64,166.64,28.97,2025-04,True,0.0,236.0,327.0
c028,2025-09,327,236,12915,1111,860.45,4.79,2025-04,,1.0,109.0,271.0
c028,2025-10,271,109,10469,234,223.85,15.91,2025-04,,0.0,300.0,395.0
c029,2025-04,516,162,7707,223,290.53,32.84,2025-04,True,0.0,505.0,563.0
c029,2025-05,563,505,5945,313,527.87,10.76,2025-04,False,0.0,463.0,685.0
c029,2025-06,685,463,15223,460,302.52,21.29,2025-04,False,0.0,501.0,738.0
c029,2025-07,738,501,16335,1407,861.46,31.4,2025-04,True,1.0,383.0,639.0
c029,2025-08,639,383,11108,391,352.87,37.52,2025-04,False,0.0,344.0,554.0
c029,2025-09,554,344,11908,848,712.14,11.15,2025-04,,1.0,296.0,546.0
c029,2025-10,546,296,13327,1521,1141.4,38.96,2025-04,,0.0,410.0,630.0
c030,2025-03,300,178,7883,127,161.12,28.87,2025-03,False,1.0,158.0,292.0
c030,2025-04,292,158,9079,383,421.91,16.68,2025-03,,0.0,374.0,374.0
c030,2025-05,374,374,14390,273,190.16,29.01,2025-03,,0.0,228.0,309.0
c030,2025-06,309,228,6100,288,473.35,19.86,2025-03,True,0.0,249.0,362.0
c030,2025-07,362,249,8701,102,117.37,9.96,2025-03,True,1.0,210.0,381.0
c030,2025-08,381,210,12773,224,175.45,12.34,2025-03,False,0.0,200.0,267.0
c030,2025-09,267,200,6027,65,108.41,7.79,2025-03,False,0.0,245.0,351.0
c030,2025-10,351,245,6072,317,522.93,37.35,2025-03,False,0.0,165.0,266.0
c031,2025-04,357,192,5539,383,692.18,13.18,2025-04,False,0.0,283.0,403.0
c031,2025-05,403,283,12427,967,778.77,0.0,2025-04,False,0.0,286.0,370.0
c031,2025-06,370,286,5233,400,765.33,10.7,2025-04,,0.0,403.0,416.0
c031,2025-07,416,403,9658,123,127.41,0.0,2025-04,False,0.0,310.0,421.0
c031,2025-08,421,310,12893,521,404.74,14.12,2025-04,True,0.0,395.0,463.0
c031,2025-09,463,395,10761,280,260.21,0.0,2025-04,True,1.0,176.0,350.0
c031,2025-10,350,176,8603,283,329.22,22.27,2025-04,True,0.0,355.0,371.0
c032,2025-05,1830,1352,49552,667,134.74,33.81,2025-05,False,1.0,904.0,1579.0
c032,2025-06,1579,904,60535,1126,186.02,0.0,2025-05,False,0.0,1412.0,1598.0
c032,2025-07,1598,1412,23902,2801,1172.04,37.52,2025-05,True,0.0,1381.0,2175.0
c032,2025-08,2175,1381,35891,1171,326.54,25.01,2025-05,True,0.0,1690.0,2016.0
c032,2025-09,2016,1690,80449,2234,277.74,6.42,2025-05,False,1.0,1015.0,2183.0
c032,2025-10,2183,1015,66668,1881,282.16,30.54,2025-05,True,0.0,1565.0,1955.0
c033,2025-03,205,86,7842,325,415.62,0.0,2025-03,False,0.0,141.0,222.0
c033,2025-04,222,141,4505,200,445.52,38.17,2025-03,True,0.0,154.0,185.0
c033,2025-05,185,154,1821,17,93.95,14.92,2025-03,,1.0,114.0,212.0
c033,2025-06,212,114,5647,131,233.38,3.85,2025-03,False,0.0,168.0,216.0
c033,2025-07,216,168,6772,269,398.63,5.11,2025-03,False,1.0,104.0,196.0
c033,2025-08,196,104,6707,84,126.49,0.0,2025-03,True,0.0,126.0,195.0
c033,2025-09,195,126,4906,24,50.75,17.99,2025-03,True,1.0,131.0,236.0
c033,2025-10,236,131,5804,100,172.75,23.36,2025-03,False,0.0,201.0,241.0
c034,2025-04,279,258,7686,633,824.76,23.63,2025-04,True,0.0,234.0,313.0
c034,2025-05,313,234,11276,135,119.92,27.75,2025-04,True,1.0,144.0,253.0
c034,2025-06,253,144,2878,83,291.27,25.5,2025-04,False,0.0,157.0,211.0
c034,2025-07,211,157,3015,41,137.51,26.59,2025-04,True,0.0,228.0,298.0
c034,2025-08,298,228,4294,274,639.68,39.85,2025-04,True,1.0,108.0,245.0
c034,2025-09,245,108,7117,7,10.0,30.71,2025-04,True,0.0,162.0,233.0
c034,2025-10,233,162,4549,67,149.16,30.22,2025-04,True,0.0,205.0,268.0
c035,2025-04,693,453,19288,525,272.27,0.0,2025-04,False,0.0,753.0,773.0
c035,2025-05,773,753,8097,552,681.74,24.31,2025-04,,0.0,649.0,894.0
c035,2025-06,894,649,33373,246,73.79,7.88,2025-04,True,0.0,538.0,751.0
c035,2025-07,751,538,26517,3023,1140.38,20.32,2025-04,False,0.0,495.0,815.0
c035,2025-08,815,495,22480,186,82.95,25.24,2025-04,False,0.0,670.0,817.0
c035,2025-09,817,670,19831,434,219.34,37.61,2025-04,True,0.0,495.0,746.0
c035,2025-10,746,495,23152,1825,788.29,23.51,2025-04,True,0.0,505.0,807.0
c036,2025-01,347,269,5263,117,223.24,16.17,2025-01,,0.0,394.0,475.0
c036,2025-02,475,394,18218,235,129.03,15.73,2025-01,False,1.0,182.0,493.0
c036,2025-03,493,182,9262,968,1045.93,9.89,2025-01,False,0.0,306.0,400.0
c036,2025-04,400,306,4153,210,508.04,30.92,2025-01,False,1.0,249.0,423.0
c036,2025-05,423,249,15580,637,409.45,28.33,2025-01,,0.0,258.0,336.0
c036,2025-06,336,258,11642,723,621.37,27.61,2025-01,False,0.0,376.0,439.0
c036,2025-07,439,376,6101,67,111.17,18.57,2025-01,True,0.0,262.0,365.0
c036,2025-08,365,262,8408,694,825.49,19.13,2025-01,,0.0,246.0,339.0
c036,2025-09,339,246,12062,437,362.72,34.9,2025-01,False,0.0,270.0,378.0
c036,2025-10,378,270,14595,563,385.95,11.27,2025-01,True,1.0,234.0,466.0
c037,2025-02,3135,2658,94180,1569,166.62,36.19,2025-02,True,0.0,1997.0,2499.0
c037,2025-03,2499,1997,41848,181,43.42,24.5,2025-02,False,0.0,2395.0,3432.0
c037,2025-04,3432,2395,52986,2974,561.42,37.39,2025-02,True,0.0,3617.0,3617.0
c037,2025-05,3617,3617,89660,5247,585.22,6.26,2025-02,True,0.0,1903.0,2719.0
c037,2025-06,2719,1903,104310,11217,1075.39,8.81,2025-02,True,1.0,1335.0,2498.0
c037,2025-07,2498,1335,83468,6200,742.87,7.28,2025-02,,0.0,2153.0,3119.0
c037,2025-08,3119,2153,115696,3446,297.9,4.18,2025-02,False,0.0,3020.0,3659.0
c037,2025-09,3659,3020,114245,6375,558.09,26.91,2025-02,True,0.0,2948.0,3105.0
c037,2025-10,3105,2948,79042,1635,206.94,26.64,2025-02,False,0.0,2577.0,3415.0
c038,2025-03,213,150,5059,234,463.52,29.34,2025-03,,0.0,125.0,143.0
c038,2025-04,143,125,1970,99,505.92,15.83,2025-03,,1.0,73.0,164.0
c038,2025-05,164,73,4444,174,392.24,6.63,2025-03,True,1.0,99.0,167.0
c038,2025-06,167,99,5269,207,393.4,31.99,2025-03,True,0.0,126.0,183.0
c038,2025-07,183,126,2727,117,429.72,4.06,2025-03,False,0.0,122.0,202.0
c038,2025-08,202,122,2958,240,812.29,26.25,2025-03,True,1.0,73.0,149.0
c038,2025-09,149,73,2833,169,599.5,10.98,2025-03,True,0.0,114.0,146.0
c038,2025-10,146,114,2312,37,160.04,12.16,2025-03,False,1.0,32.0,159.0
c039,2025-02,1533,923,33334,786,235.95,29.15,2025-02,True,1.0,741.0,1602.0
c039,2025-03,1602,741,58826,3235,550.09,18.03,2025-02,,1.0,952.0,1642.0
c039,2025-04,1642,952,14357,611,425.96,17.18,2025-02,False,0.0,1181.0,1443.0
c039,2025-05,1443,1181,49276,968,196.49,8.47,2025-02,False,0.0,1075.0,1595.0
c039,2025-06,1595,1075,37261,3411,915.69,38.29,2025-02,,0.0,1140.0,1295.0
c039,2025-07,1295,1140,48512,2303,474.92,35.34,2025-02,True,0.0,1093.0,1494.0
c039,2025-08,1494,1093,40551,671,165.58,12.69,2025-02,True,1.0,720.0,1299.0
